Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
22,86,Medium,Low,No,9,63,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,51
22,90,Low,Medium,No,7,46,Low,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,50
27,90,High,High,No,7,69,Medium,Yes,0,Low,Medium,Private,Neutral,3,No,High School,Near,Female,54
12,80,High,High,Yes,10,69,High,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,52
24,92,Low,High,Yes,8,48,High,Yes,1,High,High,Private,Neutral,3,No,College,Near,Male,54
24,77,High,High,Yes,7,66,Low,Yes,1,High,Medium,Public,Negative,5,No,College,Near,Male,53
19,65,Low,Medium,No,8,69,Low,Yes,1,Medium,High,Private,Neutral,4,No,College,Near,Male,48
22,83,Low,High,Yes,6,60,Medium,Yes,2,Medium,Medium,Public,Positive,5,No,High School,Moderate,Female,51
26,98,Medium,Medium,Yes,7,51,Medium,Yes,4,Low,Medium,Public,Positive,1,No,High School,Near,Female,54
25,92,Low,High,Yes,9,54,Medium,Yes,1,Low,Medium,Public,Negative,5,No,Postgraduate,Far,Female,52
13,83,High,Medium,No,7,66,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,51
25,86,High,Medium,No,6,48,Medium,Yes,2,Medium,High,Public,Positive,5,No,High School,Moderate,Male,53
20,97,Medium,High,No,6,50,Low,Yes,1,Low,High,Private,Positive,3,No,Postgraduate,Near,Female,53
20,77,Low,High,Yes,7,43,High,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,49
20,73,Medium,High,No,6,52,Low,Yes,3,High,High,Public,Neutral,4,No,High School,Near,Female,51
19,99,Medium,High,Yes,5,40,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,52
27,95,Medium,Medium,No,5,49,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,54
19,73,Low,High,Yes,9,51,High,Yes,1,Low,Low,Public,Positive,4,No,Postgraduate,Near,Female,49
13,79,Medium,High,Yes,7,47,Low,No,3,High,Medium,Private,Neutral,2,No,High School,Near,Female,48
18,77,Medium,High,Yes,7,41,High,No,3,High,Medium,Private,Neutral,3,Yes,High School,Near,Female,49
21,66,High,Medium,Yes,6,57,Low,Yes,3,Low,Medium,Private,Neutral,1,No,High School,Moderate,Female,48
27,98,High,Low,Yes,6,69,Low,Yes,0,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,54
24,76,Medium,Medium,Yes,6,50,Medium,Yes,2,High,Medium,Public,Negative,3,No,College,Near,Female,51
15,95,Medium,Medium,Yes,7,46,High,Yes,0,High,Medium,Public,Negative,3,No,College,Near,Female,51
35,68,Low,High,Yes,5,48,Medium,Yes,0,High,Low,Public,Positive,4,Yes,High School,Near,Male,50
22,82,Medium,Medium,Yes,9,69,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Male,51
28,61,High,Medium,No,7,57,High,Yes,1,Medium,High,Public,Positive,4,No,High School,Moderate,Male,50
19,91,Medium,High,No,7,42,Low,Yes,3,High,High,Public,Negative,3,No,High School,Moderate,Female,51
23,83,Low,Low,No,8,63,Medium,Yes,2,Low,Medium,Private,Neutral,2,Yes,High School,Near,Male,48
25,85,Medium,Medium,No,8,43,Medium,Yes,2,Medium,High,Public,Neutral,4,No,College,Near,Male,52
27,62,High,Medium,No,6,39,Low,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,48
26,68,Medium,Medium,No,8,47,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Male,49
25,63,Low,Medium,No,8,43,Medium,Yes,1,High,Medium,Public,Positive,1,No,College,Near,Female,48
18,72,High,High,Yes,7,60,High,Yes,1,High,High,Public,Negative,2,Yes,High School,Moderate,Female,49
17,85,Medium,Medium,Yes,9,55,Medium,Yes,1,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,50
22,83,Medium,Low,Yes,8,64,Medium,Yes,3,Medium,Low,Public,Negative,4,No,High School,Near,Male,51
26,84,Medium,Medium,No,8,57,Medium,Yes,5,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,53
19,82,High,Low,No,9,53,Medium,Yes,1,Low,High,Private,Neutral,3,No,College,Near,Female,50
26,71,High,Medium,Yes,7,57,Medium,Yes,3,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,51
29,70,Medium,Low,Yes,7,54,Low,Yes,1,Medium,Medium,Public,Positive,4,No,College,Near,Male,50
15,65,Low,High,Yes,8,39,Medium,Yes,4,Low,Medium,Private,Neutral,3,Yes,High School,Moderate,Female,45
15,94,Medium,Medium,No,7,63,Medium,Yes,0,Medium,High,Public,Positive,2,No,High School,Moderate,Male,51
19,85,Low,Low,Yes,8,73,Medium,Yes,2,Medium,Low,Private,Neutral,4,No,High School,Near,Female,50
22,67,Low,Medium,Yes,6,53,Low,Yes,1,Medium,High,Public,Neutral,4,No,College,Moderate,Male,48
17,67,Medium,Medium,Yes,4,53,Medium,Yes,3,Medium,High,Public,Negative,2,No,High School,Moderate,Female,47
28,95,Low,Medium,No,8,39,High,Yes,3,High,High,Public,Negative,4,No,College,Near,Male,54
23,90,High,Medium,No,5,71,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,51
20,86,Low,High,No,6,72,Medium,Yes,1,High,Low,Public,Neutral,2,Yes,High School,Far,Male,49
11,76,Medium,Medium,Yes,8,68,Low,Yes,1,High,High,Private,Neutral,3,Yes,College,Near,Female,48
12,70,Low,Medium,Yes,8,41,Medium,Yes,2,Medium,High,Public,Negative,4,No,High School,Near,Female,45
22,99,Medium,High,Yes,9,71,Medium,Yes,2,Low,Low,Public,Negative,4,Yes,High School,Near,Male,53
7,92,Low,Medium,Yes,4,38,Medium,Yes,0,High,Medium,Public,Positive,1,No,High School,Near,Female,47
26,72,Medium,Low,No,7,54,Low,Yes,2,Medium,Low,Public,Neutral,4,No,High School,Near,Female,48
19,94,High,Low,Yes,7,56,Medium,Yes,2,High,Medium,Public,Negative,5,No,College,Near,Female,53
39,90,High,High,No,8,69,High,Yes,2,Medium,High,Private,Neutral,1,No,High School,Near,Female,58
34,72,Medium,High,Yes,9,66,Low,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,54
19,77,Low,Medium,No,5,67,Low,Yes,1,Low,High,Private,Neutral,3,No,College,Near,Female,48
19,67,Low,Medium,Yes,7,69,High,Yes,0,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Male,49
26,64,High,Low,Yes,8,55,Low,Yes,3,Medium,High,Public,Neutral,2,No,High School,Near,Male,49
30,89,Medium,Medium,No,6,66,Medium,Yes,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,55
10,71,Medium,Low,No,10,39,Low,Yes,4,High,Medium,Private,Positive,3,No,High School,Near,Female,46
9,93,High,Low,Yes,6,54,Low,Yes,1,Medium,Medium,Public,Positive,2,No,College,Near,Female,49
16,100,High,High,No,7,39,Medium,Yes,4,Low,Medium,Public,Negative,4,No,High School,Near,Female,53
23,63,High,Medium,Yes,5,72,Medium,Yes,2,High,Medium,Public,Neutral,2,No,High School,Near,Female,50
23,79,High,Low,Yes,7,73,Low,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,51
26,92,Medium,High,No,4,40,Medium,Yes,2,High,Medium,Public,Positive,4,No,High School,Moderate,Male,54
13,92,High,High,Yes,7,57,Medium,Yes,2,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,54
6,90,Medium,Medium,Yes,9,49,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Far,Male,48
25,74,High,High,No,5,50,High,Yes,1,Medium,Medium,Public,Positive,5,No,Postgraduate,Near,Male,53
15,78,Medium,Medium,No,5,54,Medium,Yes,0,High,High,Private,Positive,1,Yes,College,Near,Male,48
8,84,Medium,Low,Yes,9,42,Low,Yes,1,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,45
21,99,Medium,Low,Yes,9,44,Low,Yes,1,High,High,Public,Negative,2,No,College,Moderate,Female,51
25,73,Low,Medium,Yes,5,59,Medium,Yes,1,Low,Medium,Private,Neutral,5,No,High School,Moderate,Female,48
19,97,Medium,Low,Yes,10,38,High,Yes,3,Low,High,Public,Neutral,4,No,College,Far,Female,51
17,71,Medium,Medium,No,8,60,Low,Yes,2,High,Low,Public,Neutral,3,No,High School,Near,Female,48
19,100,Medium,Low,Yes,9,49,High,Yes,1,High,Medium,Public,Negative,4,Yes,Postgraduate,Moderate,Male,51
18,87,Medium,Medium,Yes,6,69,Low,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Near,Female,51
12,79,Medium,Low,No,9,60,Low,Yes,1,High,Medium,Public,Positive,2,No,College,Moderate,Male,47
16,85,Low,Medium,No,7,63,High,Yes,1,Medium,High,Public,Neutral,2,No,High School,Near,Male,49
23,71,Medium,Medium,No,7,42,Low,Yes,1,Medium,,Private,Positive,4,No,,Near,Female,48
22,71,High,Medium,Yes,8,47,Medium,Yes,2,Medium,High,Public,Negative,2,No,High School,Moderate,Male,49
21,65,Medium,Medium,No,6,75,Medium,Yes,3,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,50
14,65,Medium,High,Yes,5,54,Low,Yes,3,Low,High,Private,Negative,2,No,High School,Near,Male,46
19,74,Medium,High,Yes,7,51,Medium,Yes,2,Low,High,Public,Negative,2,No,High School,Near,Female,49
7,91,High,Medium,No,7,70,High,No,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,51
21,84,Medium,Medium,Yes,6,39,Medium,Yes,2,High,High,Public,Negative,5,No,High School,Moderate,Male,51
29,64,Low,Medium,No,9,57,Medium,Yes,0,Low,High,Public,Negative,2,No,High School,Moderate,Female,47
11,94,High,Low,Yes,10,45,Medium,Yes,1,Medium,Low,Public,Neutral,3,No,College,Moderate,Male,49
16,84,High,Low,No,6,51,Low,No,3,Medium,Medium,Private,Neutral,3,No,,Near,Male,48
22,98,High,Medium,Yes,7,45,Medium,Yes,1,High,Medium,Public,Positive,1,No,High School,Near,Male,54
28,87,Medium,Medium,No,6,39,Medium,Yes,4,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Female,52
17,67,High,Low,No,10,53,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,47
16,79,Medium,Medium,No,8,66,Medium,Yes,0,Low,High,Private,Neutral,4,No,High School,Near,Male,48
8,86,High,Low,Yes,8,73,Low,Yes,1,Low,Medium,Private,Neutral,1,No,College,Near,Male,48
21,61,High,High,No,9,60,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,49
32,61,High,Medium,Yes,7,51,High,Yes,0,High,Medium,Public,Positive,3,No,High School,Moderate,Female,51
22,65,Medium,Low,Yes,7,66,Low,No,2,Medium,Medium,Public,Positive,4,No,College,Near,Male,48
20,70,High,Medium,No,9,56,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Moderate,Male,49
22,77,Low,Medium,Yes,8,51,Medium,Yes,3,High,High,Public,Positive,4,No,High School,Moderate,Male,51
20,79,Low,Medium,Yes,6,44,Medium,Yes,0,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,48
15,66,Medium,Medium,No,6,67,Low,Yes,2,Medium,Medium,Public,Negative,3,No,College,Far,Female,46
25,87,Medium,Medium,Yes,6,56,Medium,No,0,Low,Medium,Private,Neutral,2,Yes,High School,Near,Male,50
21,84,Low,High,No,9,73,Medium,Yes,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,50
20,72,Medium,Medium,No,9,67,Low,Yes,1,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,48
14,61,Low,Medium,Yes,10,53,Medium,No,2,Low,Medium,Public,Neutral,4,No,High School,Near,Male,44
28,63,Medium,High,Yes,6,65,Low,Yes,0,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,49
24,76,High,Low,No,7,54,Medium,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,51
17,66,High,Medium,No,6,40,Medium,Yes,2,High,Low,Public,Positive,3,Yes,High School,Near,Female,47
26,75,Medium,Low,Yes,7,57,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Near,Male,51
17,85,High,Low,Yes,8,69,Low,Yes,2,Medium,High,Public,Positive,3,No,College,Far,Female,51
15,82,Medium,Medium,Yes,7,69,Medium,Yes,3,Low,High,Public,Negative,2,No,High School,Moderate,Female,49
15,69,High,Low,No,9,59,Low,Yes,1,Medium,,Private,Positive,2,No,High School,Moderate,Female,47
9,74,Medium,Low,No,6,51,Low,Yes,3,Low,Medium,Private,Positive,2,No,,Moderate,Female,45
23,85,High,Medium,Yes,8,38,Low,Yes,0,High,Low,Public,Negative,4,No,College,Near,Female,51
9,94,High,Low,No,6,49,Low,Yes,0,Low,High,Public,Positive,3,No,College,Near,Male,49
13,90,Medium,High,No,4,74,High,Yes,1,High,Medium,Public,Neutral,4,Yes,College,Moderate,Male,51
8,82,Medium,High,Yes,5,64,Medium,No,0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,48
19,74,Medium,Medium,No,7,64,High,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,51
19,75,Medium,High,No,10,66,Low,Yes,0,Low,High,Public,Positive,2,No,High School,Near,Female,49
18,95,Medium,Medium,No,6,60,Medium,Yes,0,Low,Medium,Public,Positive,3,Yes,High School,Near,Female,51
14,62,Medium,High,Yes,7,59,Low,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,46
13,100,Medium,Low,Yes,8,54,Low,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,51
23,87,Medium,High,No,6,54,Medium,Yes,1,Low,High,Private,Negative,3,No,College,Moderate,Male,51
17,87,High,High,Yes,6,70,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,52
22,62,High,Medium,Yes,7,52,Low,Yes,4,Low,Medium,Public,Negative,2,No,College,Near,Female,48
15,84,Low,Medium,Yes,6,69,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,College,Near,Female,51
21,79,Medium,High,No,4,69,Low,Yes,0,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,50
28,64,Low,Medium,Yes,6,66,Medium,Yes,0,Low,Low,Public,Neutral,4,No,College,Far,Male,48
24,71,Low,Medium,No,8,39,Medium,No,2,Medium,Medium,Public,Negative,3,No,College,,Female,47
18,96,Medium,Low,Yes,8,42,Medium,Yes,1,Medium,Medium,Public,Negative,2,No,High School,Near,Female,50
22,82,High,Low,No,9,49,Medium,Yes,1,Low,High,Private,Negative,3,No,High School,Moderate,Male,49
19,77,High,Low,Yes,9,69,Medium,Yes,2,Low,Medium,Public,Positive,4,No,High School,Near,Female,50
20,63,Medium,Medium,Yes,6,70,Medium,No,2,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,47
18,89,Medium,Medium,Yes,6,39,Medium,Yes,3,High,High,Public,Positive,3,No,High School,Moderate,Female,51
19,88,High,High,No,6,49,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,High School,Near,Female,52
21,85,High,Medium,Yes,7,69,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,52
14,80,High,Medium,No,6,46,Medium,Yes,0,High,Medium,Private,Negative,2,No,Postgraduate,Near,Male,48
14,77,Low,Low,No,7,74,Low,Yes,2,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,48
12,84,Medium,High,Yes,6,55,High,Yes,1,Medium,High,Public,Negative,3,No,College,Moderate,Female,50
10,69,Low,Medium,No,8,72,Medium,Yes,1,Medium,Medium,Private,Negative,3,No,High School,Near,Female,45
13,98,Medium,High,Yes,6,53,Medium,Yes,1,Low,High,Private,Positive,1,No,College,Near,Female,52
21,84,High,Low,No,6,49,High,Yes,2,High,Medium,Private,Positive,4,Yes,College,Far,Male,51
15,72,Medium,Medium,Yes,8,51,High,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Near,Female,48
23,78,High,Medium,No,8,70,Medium,Yes,1,High,Medium,Private,Neutral,2,Yes,High School,Moderate,Male,51
20,92,Medium,Low,No,7,50,Low,Yes,1,Medium,Medium,Public,Positive,5,No,High School,Near,Male,51
8,66,High,High,Yes,8,62,Medium,Yes,0,Low,Medium,Private,Positive,4,No,College,,Male,47
24,72,Low,Medium,Yes,8,54,Low,Yes,1,Low,Medium,Public,Positive,2,No,College,Moderate,Female,48
25,87,Low,Medium,Yes,10,72,Medium,Yes,4,Low,Low,Private,Neutral,3,Yes,High School,Near,Female,51
14,73,Medium,High,No,8,43,Medium,Yes,2,Low,High,Public,Negative,2,No,College,Moderate,Male,47
23,92,Low,Medium,Yes,10,53,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,51
15,65,High,Low,Yes,7,42,Medium,No,3,High,Medium,Private,Positive,3,Yes,High School,Near,Female,45
21,91,Low,High,Yes,9,59,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,College,Far,Female,51
12,63,High,Medium,No,9,52,Low,Yes,1,High,Low,Public,Positive,3,No,College,Near,Female,46
9,61,Low,High,Yes,7,39,Medium,Yes,0,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Far,Male,43
18,96,Medium,High,Yes,6,69,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Far,Male,53
19,83,High,Low,No,6,51,Medium,Yes,5,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Male,51
18,74,High,Medium,No,8,56,High,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,51
13,69,Medium,Low,No,5,52,Medium,Yes,0,Medium,High,Private,Negative,2,No,College,Near,Male,45
18,85,High,Medium,Yes,6,55,Medium,Yes,3,Low,Medium,Private,Negative,2,No,College,Far,Male,50
22,80,Medium,High,Yes,9,38,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,51
20,100,Medium,Medium,Yes,8,68,Medium,Yes,3,Low,Medium,Public,Positive,3,No,High School,Near,Male,54
21,99,High,Low,Yes,4,50,Medium,Yes,1,Medium,Medium,Private,Negative,4,No,College,Near,Female,53
16,85,Medium,Medium,Yes,5,64,Low,No,3,Medium,Medium,Public,Positive,2,No,High School,Near,Male,50
27,78,Medium,Medium,No,10,39,Medium,Yes,3,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Moderate,Male,51
13,80,Medium,Medium,No,9,57,Medium,Yes,0,High,Medium,Public,Neutral,2,No,High School,Near,Female,48
23,87,Medium,High,No,6,71,High,Yes,3,High,Medium,Private,Positive,0,No,High School,Near,Female,54
27,64,Low,Medium,Yes,5,52,Medium,Yes,0,Low,High,Public,Positive,4,No,High School,Near,Female,48
23,73,Low,High,No,5,45,High,Yes,1,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Female,50
19,63,High,Medium,Yes,8,41,Low,Yes,0,Medium,Medium,Private,Positive,4,No,College,Moderate,Female,47
17,63,Medium,Medium,Yes,10,69,Medium,Yes,0,Low,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,47
26,68,Medium,Medium,Yes,10,46,High,Yes,4,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,51
11,79,High,High,Yes,5,74,Medium,Yes,1,High,Low,Public,Positive,3,No,High School,Near,Female,51
14,91,Medium,Medium,Yes,7,46,Medium,Yes,2,Low,High,Public,Neutral,2,No,College,Near,Male,51
18,79,High,High,Yes,6,55,Medium,Yes,3,Low,Medium,Public,Positive,4,No,High School,Near,Male,51
27,73,High,High,Yes,7,54,High,Yes,5,High,High,Public,Negative,3,No,High School,Near,Female,54
22,63,High,High,Yes,5,39,High,Yes,3,Low,High,Public,Negative,2,No,High School,Near,Male,49
14,82,Medium,Medium,Yes,6,57,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,College,Near,Female,51
18,71,Medium,Medium,No,6,63,Medium,Yes,2,Medium,Low,Public,Neutral,2,No,Postgraduate,Near,Male,48
16,85,Medium,Medium,No,8,65,High,Yes,4,Low,Medium,Private,Negative,3,No,High School,Far,Male,50
16,99,Medium,Medium,No,6,57,Low,Yes,2,Medium,Medium,Private,Positive,4,No,College,Near,Female,52
26,64,Medium,High,No,6,68,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,49
12,68,Medium,High,No,8,66,High,Yes,3,Low,Medium,Public,Negative,3,No,Postgraduate,Moderate,Female,48
30,79,Medium,High,No,9,45,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Female,51
25,99,Low,Medium,No,10,52,Medium,Yes,1,Medium,Medium,Public,Positive,5,No,College,Far,Female,53
27,91,Medium,Low,No,8,42,Medium,Yes,0,Low,Low,Private,Neutral,4,No,Postgraduate,Moderate,Male,51
17,96,High,Medium,No,7,42,Low,Yes,2,Medium,Medium,Private,Negative,3,No,College,Moderate,Female,51
19,73,Low,Medium,Yes,9,64,High,Yes,0,Medium,High,Public,Positive,3,No,College,Near,Female,49
11,100,Low,High,No,9,57,Medium,Yes,2,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,52
17,64,Medium,High,No,8,60,Medium,Yes,0,High,High,Public,Positive,2,No,Postgraduate,Near,Female,48
23,62,Medium,Low,Yes,5,65,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Near,Female,47
28,94,Low,Medium,Yes,9,48,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,52
13,97,Low,Medium,Yes,8,52,Medium,Yes,0,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,50
18,64,Medium,Medium,No,6,60,Medium,Yes,1,Medium,Medium,Public,Positive,5,Yes,High School,Near,Male,47
19,65,High,Medium,No,6,41,Medium,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,48
12,61,Low,Medium,Yes,8,69,Medium,Yes,2,High,Medium,Public,Neutral,4,Yes,High School,Moderate,Male,45
24,64,Medium,Medium,Yes,4,50,Low,Yes,0,Low,Medium,Public,Neutral,1,No,High School,Near,Male,46
16,68,Medium,High,No,7,62,High,Yes,2,Low,High,Public,Positive,2,No,High School,Near,Female,48
19,99,Low,Low,No,6,75,Medium,Yes,0,High,Low,Private,Negative,3,No,Postgraduate,Near,Male,51
17,87,Medium,High,Yes,6,55,Low,Yes,1,Low,High,Private,Neutral,3,No,College,Moderate,Female,51
15,91,Medium,Medium,No,6,45,Medium,No,1,Medium,High,Public,Positive,2,No,High School,Moderate,Male,49
20,91,High,High,Yes,5,45,Low,Yes,4,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,54
19,81,Medium,High,Yes,9,39,Medium,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Male,51
18,92,Medium,Medium,No,4,66,Medium,Yes,3,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,51
16,84,Medium,Medium,No,7,48,Low,Yes,1,High,High,Public,Negative,3,No,High School,Moderate,Male,48
22,73,High,Medium,Yes,6,44,Low,Yes,0,Low,Medium,Public,Positive,1,No,High School,Near,Male,48
30,82,Low,Medium,Yes,10,64,Low,Yes,2,Low,High,Public,Neutral,4,No,High School,Near,Female,52
21,81,Medium,Low,Yes,7,48,High,Yes,1,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,50
26,93,High,Medium,No,4,60,Medium,Yes,4,Low,Medium,Private,Positive,3,Yes,College,Near,Male,54
12,99,High,High,No,8,53,Medium,Yes,2,Medium,Low,Public,Neutral,2,No,College,Near,Female,52
21,76,Medium,Medium,Yes,5,50,Medium,Yes,1,High,Low,Private,Positive,3,No,High School,Moderate,Male,49
13,91,Medium,Medium,Yes,8,55,Medium,Yes,1,Low,Medium,Private,Positive,1,No,Postgraduate,Near,Male,51
11,64,Medium,Medium,Yes,8,49,Medium,Yes,2,Low,Medium,Public,Positive,2,No,College,Moderate,Male,45
16,91,Medium,High,No,9,70,Low,Yes,0,High,Medium,Public,Positive,3,No,Postgraduate,Near,Male,52
27,75,Medium,Low,Yes,7,40,Low,Yes,2,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,49
26,62,High,Medium,Yes,8,39,Medium,Yes,4,Low,Medium,Public,Neutral,5,No,College,Near,Male,50
21,75,High,High,No,7,52,High,Yes,1,Medium,High,Private,Neutral,3,No,Postgraduate,Near,Female,51
11,84,Medium,Low,Yes,6,44,Low,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Female,48
19,65,High,Medium,Yes,9,65,Low,Yes,0,High,High,Public,Positive,2,No,College,Moderate,Male,48
22,97,High,Medium,Yes,5,51,Low,Yes,7,Medium,High,Private,Negative,5,No,College,Near,Female,56
21,63,High,Medium,No,7,47,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Far,Male,47
9,97,High,Medium,No,6,51,Low,Yes,5,Medium,Medium,Private,Neutral,3,No,College,Near,Male,51
15,88,Medium,High,Yes,8,45,Low,Yes,2,Medium,High,Public,Positive,4,Yes,High School,Near,Male,51
20,73,Medium,Low,Yes,6,48,Medium,Yes,2,High,High,Private,Positive,2,No,College,Near,Male,49
23,76,Low,Medium,Yes,6,58,Low,Yes,2,High,Medium,Public,Positive,2,No,High School,Moderate,Female,49
7,90,Low,Medium,Yes,7,69,Low,Yes,4,Medium,Medium,Public,Neutral,3,No,College,Near,Male,49
19,84,Medium,Medium,Yes,9,51,Medium,Yes,2,Medium,Low,Public,Neutral,4,No,College,Near,Female,51
21,87,Low,Medium,Yes,6,49,Medium,Yes,1,Low,Low,Public,Negative,2,No,High School,Moderate,Female,48
25,76,Medium,High,No,6,66,High,Yes,3,Low,Medium,Public,Neutral,3,No,College,Near,Male,52
24,80,Medium,High,No,5,38,Medium,Yes,3,High,Low,Public,Positive,2,No,High School,Near,Female,51
23,100,Medium,Medium,No,6,48,Low,Yes,1,Medium,High,Public,Neutral,2,Yes,High School,Near,Female,52
15,69,Low,Medium,No,8,54,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,45
9,77,Low,Low,No,7,60,Medium,Yes,3,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,45
18,72,Low,High,No,7,43,Low,Yes,6,Low,Medium,Public,Positive,0,No,High School,Moderate,Male,48
26,91,Low,Medium,No,10,54,Low,Yes,4,High,Medium,Public,Neutral,3,No,College,Moderate,Male,53
28,91,High,Medium,Yes,4,58,Low,Yes,1,Medium,Low,Public,Positive,3,No,High School,Moderate,Male,54
24,72,Medium,High,Yes,10,57,High,No,1,Low,Medium,Public,Negative,3,No,High School,Near,Male,49
23,63,Medium,Medium,Yes,9,59,High,Yes,0,Low,Medium,Private,Negative,4,No,High School,Far,Female,47
22,60,Low,Low,No,7,62,Medium,No,3,Medium,Medium,Public,Positive,1,No,College,Near,Female,46
17,77,Medium,Medium,Yes,8,51,Low,Yes,3,High,Medium,Public,Neutral,3,Yes,,Near,Male,48
19,76,Medium,Medium,Yes,6,39,Medium,Yes,2,Medium,Medium,Public,Positive,5,No,High School,Near,Male,49
30,100,Low,High,No,7,39,Medium,Yes,2,Low,High,Private,Neutral,3,No,High School,Moderate,Male,54
14,79,High,Medium,Yes,10,69,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Near,Male,51
30,70,High,Low,No,6,63,High,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,52
